,display_name,name,start_date,end_date,type,code,capitalization,circulating_cap,market_cap,circulating_market_cap,证监会行业,聚宽二级行业,申万三级行业,概念
605333.XSHG,沪光股份,HGGF,2020-08-18,2200-01-01,stock,605333.XSHG,46404.0406,46404.0406,91.88,91.88,汽车制造业,汽车电子,汽车电子电气系统III,特斯拉|无人机|沪股通|华为汽车|人形机器人|24中报预增|年报预增
605336.XSHG,*ST帅电,*STSD,2020-10-19,2200-01-01,stock,605336.XSHG,18341.245,18341.245,30.4098,30.4098,电气机械和器材制造业,厨卫电器,厨房电器III,智能家居|家用电器
605337.XSHG,李子园,LZY,2021-02-08,2200-01-01,stock,605337.XSHG,39010.2327,39010.2327,36.9817,36.9817,酒、饮料和精制茶制造业,软饮料,软饮料III,沪股通|乳业|啤酒概念|养老概念
605338.XSHG,巴比食品,BBSP,2020-10-12,2200-01-01,stock,605338.XSHG,23956.6662,23956.6662,48.9195,48.9195,食品制造业,其他食品,预加工食品III,沪股通|预制菜
605339.XSHG,南侨食品,NQSP,2021-05-18,2200-01-01,stock,605339.XSHG,42429.0616,42429.0616,57.2368,57.2368,食品制造业,其他食品,烘焙食品III,沪股通|乳业
605358.XSHG,立昂微,LAW,2020-09-11,2200-01-01,stock,605358.XSHG,67137.781,67137.781,448.279,448.279,计算机、通信和其他电子设备制造业,半导体材料,半导体材料III,汽车电子|无人驾驶|充电桩|5G|沪股通|第三代半导体|融资融券|转融券标的|专精特新|汽车芯片|比亚迪概念|人形机器人|商业航天|机器人概念|芯片概念|光伏概念|MSCI概念|中芯国际概念
605365.XSHG,立达信,LDX,2021-07-20,2200-01-01,stock,605365.XSHG,50201.2876,50201.2876,85.0912,85.0912,电气机械和器材制造业,照明电器,照明设备III,安防|物联网|节能照明|人工智能|跨境电商|智能家居|沪股通|家用电器|福建自贸区|传感器|毫米波雷达|新型工业化|机器人概念|华为概念
605366.XSHG,宏柏新材,HBXC,2020-08-12,2200-01-01,stock,605366.XSHG,77607.77,77607.77,84.1268,84.1268,化学原料和化学制品制造业,有机硅,其他化学制品III,新材料|融资融券|转融券标的|有机硅
605368.XSHG,蓝天燃气,LTRQ,2021-01-29,2200-01-01,stock,605368.XSHG,71463.5915,71463.5915,50.5962,50.5962,燃气生产和供应业,燃气,燃气III,沪股通|天然气|DeepSeek
605369.XSHG,拱东医疗,GDYL,2020-09-16,2200-01-01,stock,605369.XSHG,22049.2949,22049.2949,38.2776,38.2776,专用设备制造业,医疗耗材,医疗耗材III,沪股通|医疗器械概念|24中报预增|年报预增
605376.XSHG,博迁新材,BQXC,2020-12-08,2200-01-01,stock,605376.XSHG,26160.0,26160.0,466.7206,466.7206,计算机、通信和其他电子设备制造业,钴镍,镍III,3D打印|沪股通|新材料|融资融券|转融券标的|专精特新|光伏概念|小金属概念|锂电池概念|24中报预增|25中报预增
605377.XSHG,华旺科技,HWKJ,2020-12-28,2200-01-01,stock,605377.XSHG,55667.0268,55667.0268,46.7046,46.7046,造纸和纸制品业,纸制品,特种纸III,沪股通
605378.XSHG,野马电池,YMDC,2021-04-12,2200-01-01,stock,605378.XSHG,26134.64,26134.64,42.4165,42.4165,电气机械和器材制造业,电池,蓄电池及其他电池III,工业互联网|沪股通|长三角一体化|锂电池概念|24中报预增
605388.XSHG,均瑶健康,JYJK,2020-08-18,2200-01-01,stock,605388.XSHG,60048.4,60048.4,34.1075,34.1075,酒、饮料和精制茶制造业,软饮料,乳品III,跨境电商|乳业|幽门螺杆菌概念|白酒概念|三胎概念
605389.XSHG,长龄液压,CLYY,2021-03-22,2200-01-01,stock,605389.XSHG,18731.3191,17714.6788,159.1413,150.5039,通用设备制造业,工程机械,工程机械器件III,海工装备|沪股通|股权转让|专精特新|减速器|国企改革|机器人概念|光伏概念
605398.XSHG,新炬网络,XJWL,2021-01-21,2200-01-01,stock,605398.XSHG,16271.6379,16271.6379,39.7842,39.7842,软件和信息技术服务业,数据中心,IT服务III,阿里|互联网金融|数据中心|人工智能|大数据|国产软件|沪股通|长三角一体化|华为鲲鹏|数字经济|信创|MLOps概念|数据要素|蚂蚁金服概念|机器人概念|百度概念|腾讯概念|华为概念
605399.XSHG,晨光新材,CGXC,2020-08-04,2200-01-01,stock,605399.XSHG,31220.5328,31152.7328,40.5243,40.4362,化学原料和化学制品制造业,有机硅,有机硅III,新材料|融资融券|转融券标的|专精特新|有机硅
605488.XSHG,福莱新材,FLXC,2021-05-13,2200-01-01,stock,605488.XSHG,30188.2096,27620.8022,105.5984,96.6176,橡胶和塑料制品业,膜材料,膜材料III,沪股通|新材料|专精特新|传感器|三季报预增|人形机器人|机器人概念|苹果概念|华为概念|年报预增
605499.XSHG,东鹏饮料,DPYL,2021-05-27,2200-01-01,stock,605499.XSHG,73419.931,67601.69,986.6905,908.4991,酒、饮料和精制茶制造业,软饮料,软饮料III,新零售|杭州亚运会|沪股通|融资融券|粤港澳自贸区|转融券标的|24三季报预增|年报预增
605500.XSHG,森林包装,SLBZ,2020-12-22,2200-01-01,stock,605500.XSHG,41440.0,41440.0,30.1269,30.1269,造纸和纸制品业,纸材料包装,大宗用纸III,24中报预增
605507.XSHG,国邦医药,GBYY,2021-08-02,2200-01-01,stock,605507.XSHG,78235.29,78235.29,124.3941,124.3941,医药制造业,原料药,化学原料药III,沪股通|幽门螺杆菌概念|宠物经济|流感|合成生物
605555.XSHG,德昌股份,DCGF,2021-10-21,2200-01-01,stock,605555.XSHG,48406.904,48406.904,78.6612,78.6612,电气机械和器材制造业,小家电,清洁小家电III,无人驾驶|沪股通|家用电器|人形机器人|机器人概念
605566.XSHG,福莱蒽特,FLET,2021-10-25,2200-01-01,stock,605566.XSHG,13334.0,13334.0,57.3495,57.3495,化学原料和化学制品制造业,印染化学品,纺织化学用品III,太阳能|分散染料|POE胶膜|光伏概念
605567.XSHG,春雪食品,CXSP,2021-10-13,2200-01-01,stock,605567.XSHG,20000.0,20000.0,18.6,18.6,农副食品加工业,肉制品,预加工食品III,冷链物流|养鸡|人造肉|预制菜
605577.XSHG,龙版传媒,LBCM,2021-08-24,2200-01-01,stock,605577.XSHG,44444.4445,44444.4445,45.0667,45.0667,新闻和出版业,出版,教育出版III,在线教育|沪股通|黑龙江自贸区|国企改革|文化传媒概念
605580.XSHG,恒盛能源,HSNY,2021-08-19,2200-01-01,stock,605580.XSHG,28000.0,28000.0,73.248,73.248,电力、热力生产和供应业,供热及其他,热电III,固废处理|沪股通|培育钻石|绿色电力|芯片概念
605588.XSHG,冠石科技,GSKJ,2021-08-12,2200-01-01,stock,605588.XSHG,7327.5481,7309.9561,38.6235,38.5308,计算机、通信和其他电子设备制造业,面板,光学元件III,OLED|柔性屏|芯片概念|富士康概念|小米概念|苹果概念|华为概念|华为手机
605589.XSHG,圣泉集团,SQJT,2021-08-10,2200-01-01,stock,605589.XSHG,84638.8498,84591.8998,446.0467,445.7993,化学原料和化学制品制造业,合成树脂,合成树脂III,石墨烯|超级电容|3D打印|OLED|大飞机|国产软件|风电|军工|沪股通|高铁|核电|新材料|口罩|融资融券|转融券标的|钠离子电池|储能|光刻胶|PCB概念|代糖概念|创新药|抗病毒面料|固态电池|合成生物|商业航天|芯片概念|锂电池概念|6G
605598.XSHG,上海港湾,SHGW,2021-09-17,2200-01-01,stock,605598.XSHG,24301.6809,24301.6809,100.7305,100.7305,土木工程建筑业,专业工程,其他专业工程III,无人机|一带一路|沪股通|土壤修复|钙钛矿电池|商业航天
605599.XSHG,菜百股份,CBGF,2021-09-09,2200-01-01,stock,605599.XSHG,77777.78,77777.78,120.7889,120.7889,零售业,珠宝与奢侈品,钟表珠宝III,沪股通|国企改革|黄金概念
688001.XSHG,华兴源创,HXYC,2019-07-22,2200-01-01,stock,688001.XSHG,47156.5619,47156.5619,327.2665,327.2665,专用设备制造业,其他专用机械,仪器仪表III,汽车电子|特斯拉|5G|OLED|智能穿戴|智能音箱|无线耳机|沪股通|融资融券|转融券标的|人形机器人|芯片概念|苹果概念|集成电路概念
688002.XSHG,睿创微纳,RCWN,2019-07-22,2200-01-01,stock,688002.XSHG,46573.6879,46573.6879,562.6101,562.6101,计算机、通信和其他电子设备制造业,集成电路设计,军工电子III,汽车电子|无人驾驶|无人机|军工|沪股通|融资融券|转融券标的|传感器|汽车芯片|比亚迪概念|三季报预增|毫米波雷达|低空经济|商业航天|机器人概念|芯片概念|MSCI概念|集成电路概念
688003.XSHG,天准科技,TZKJ,2019-07-22,2200-01-01,stock,688003.XSHG,19432.05,19432.05,204.0365,204.0365,专用设备制造业,仪器仪表,其他自动化设备III,人工智能|无人驾驶|边缘计算|沪股通|第三代半导体|融资融券|转融券标的|专精特新|PCB概念|机器视觉|英伟达概念|新型工业化|人形机器人|低空经济|机器人概念|芯片概念|百度概念|光伏概念|小米概念|苹果概念|车联网(车路协同)|集成电路概念|DeepSeek
688004.XSHG,博汇科技,BHKJ,2020-06-12,2200-01-01,stock,688004.XSHG,8008.8,8008.8,16.346,16.346,软件和信息技术服务业,系统集成服务,IT服务III,在线教育|人工智能|大数据|国产软件|网络安全|数字孪生|融资融券|转融券标的|数据安全|华为鲲鹏|信创|数据要素|文化传媒概念|华为概念
688005.XSHG,容百科技,RBKJ,2019-07-22,2200-01-01,stock,688005.XSHG,71472.547,71461.8752,231.9999,231.9652,计算机、通信和其他电子设备制造业,电池部件及材料,电池化学品III,沪股通|钴|融资融券|转融券标的|钠离子电池|储能|动力电池回收|固态电池|低空经济|宁德时代概念|小金属概念|锂电池概念
688006.XSHG,杭可科技,HKKJ,2019-07-22,2200-01-01,stock,688006.XSHG,60367.2152,60367.2152,191.1226,191.1226,专用设备制造业,其他专用机械,锂电专用设备III,特斯拉|沪股通|融资融券|转融券标的|动力电池回收|固态电池|MSCI概念|锂电池概念
688007.XSHG,光峰科技,GFKJ,2019-07-22,2200-01-01,stock,688007.XSHG,45961.5635,45961.5635,63.381,63.381,计算机、通信和其他电子设备制造业,小家电,品牌消费电子III,汽车电子|虚拟现实|海工装备|沪股通|家用电器|融资融券|粤港澳自贸区|转融券标的|华为汽车|比亚迪概念|智能座舱|机器人概念|小米概念
688008.XSHG,澜起科技,LQKJ,2019-07-22,2200-01-01,stock,688008.XSHG,122220.0021,114642.6521,2925.8246,2744.4304,计算机、通信和其他电子设备制造业,集成电路设计,数字芯片设计III,数据中心|人工智能|沪股通|融资融券|转融券标的|数据安全|三季报预增|芯片概念|MSCI概念|中芯国际概念|24中报预增|年报预增|25一季报预增|25中报预增
688009.XSHG,中国通号,ZGTH,2019-07-22,2200-01-01,stock,688009.XSHG,1058981.9,862101.8,531.6089,432.7751,铁路、船舶、航空航天和其他运输设备制造业,城轨铁路,铁路设备III,5G|智慧城市|沪股通|高铁|融资融券|转融券标的|国企改革|低空经济|芯片概念|MSCI概念|华为概念
688010.XSHG,福光股份,FGGF,2019-07-22,2200-01-01,stock,688010.XSHG,16056.1578,16056.1578,58.8458,58.8458,仪器仪表制造业,光学元件,光学元件III,安防|区块链|无人驾驶|军工|军民融合|沪股通|福建自贸区|融资融券|转融券标的|专精特新|机器视觉|光刻机|商业航天|机器人概念|华为概念
688011.XSHG,新光光电,XGGD,2019-07-22,2200-01-01,stock,688011.XSHG,10000.0,9966.2523,58.2,58.0036,计算机、通信和其他电子设备制造业,航天,军工电子III,军工|军民融合|融资融券|转融券标的|专精特新|黑龙江自贸区|军工信息化
688012.XSHG,中微公司,ZWGS,2019-07-22,2200-01-01,stock,688012.XSHG,93697.2987,93697.2987,2586.0454,2586.0454,专用设备制造业,半导体设备,半导体设备III,工业互联网|区块链|MiniLED|沪股通|融资融券|转融券标的|国家大基金持股|芯片概念|MSCI概念|中芯国际概念|集成电路概念
688013.XSHG,天臣医疗,TCYL,2020-09-28,2200-01-01,stock,688013.XSHG,8115.56,8115.56,23.0238,23.0238,专用设备制造业,医疗耗材,医疗耗材III,智能医疗|融资融券|转融券标的|专精特新|医疗器械概念
688015.XSHG,交控科技,JKKJ,2019-07-22,2200-01-01,stock,688015.XSHG,18868.0742,18868.0742,33.1323,33.1323,铁路、船舶、航空航天和其他运输设备制造业,城轨铁路,铁路设备III,区块链|人工智能|无人机|智能交通|职业教育|京津冀一体化|融资融券|转融券标的|元宇宙|低空经济|车联网(车路协同)|DeepSeek
688016.XSHG,心脉医疗,XMYL,2019-07-22,2200-01-01,stock,688016.XSHG,12326.2117,12326.2117,121.5364,121.5364,专用设备制造业,医疗耗材,医疗耗材III,沪股通|融资融券|转融券标的|专精特新|医疗器械概念
688017.XSHG,绿的谐波,LDXB,2020-08-28,2200-01-01,stock,688017.XSHG,18333.0125,18333.0125,720.4874,720.4874,通用设备制造业,电动机与工控自动化,机器人III,沪股通|融资融券|转融券标的|专精特新|减速器|新型工业化|人形机器人|机器人概念
688018.XSHG,乐鑫科技,LXKJ,2019-07-22,2200-01-01,stock,688018.XSHG,23438.4311,23438.4311,281.8471,281.8471,软件和信息技术服务业,集成电路设计,数字芯片设计III,物联网|人工智能|智能家居|语音技术|沪股通|上海自贸区|融资融券|转融券标的|MCU芯片|机器人概念|芯片概念|抖音概念|小米概念|集成电路概念|24中报预增|24三季报预增|年报预增|25中报预增
688019.XSHG,安集科技,AJKJ,2019-07-22,2200-01-01,stock,688019.XSHG,17499.4396,17499.4396,477.7347,477.7347,计算机、通信和其他电子设备制造业,半导体材料,电子化学品III,沪股通|上海自贸区|第三代半导体|融资融券|转融券标的|专精特新|光刻胶|芯片概念|中芯国际概念|集成电路概念
688020.XSHG,方邦股份,FBGF,2019-07-22,2200-01-01,stock,688020.XSHG,8239.3,8239.3,113.4387,113.4387,计算机、通信和其他电子设备制造业,印制电路板,印制电路板III,5G|稀土永磁|融资融券|转融券标的|专精特新|PCB概念|小米概念|华为概念
688021.XSHG,奥福科技,AFKJ,2019-11-06,2200-01-01,stock,688021.XSHG,7641.3717,7641.3717,17.812,17.812,专用设备制造业,烟气治理,其他汽车零部件III,燃料电池|节能环保|融资融券|转融券标的|专精特新|氢能源
688022.XSHG,ST瀚川,STHC,2019-07-22,2200-01-01,stock,688022.XSHG,17587.8324,17587.8324,15.7235,15.7235,专用设备制造业,其他专用机械,其它专用机械III,工业互联网|汽车电子|边缘计算|充电桩|特斯拉|口罩|转融券标的|专精特新|储能|换电概念|传感器|比亚迪概念|PCB概念|机器视觉|毫米波雷达|新型工业化|机器人概念|宁德时代概念|华为概念|锂电池概念|智能制造
688023.XSHG,安恒信息,AHXX,2019-11-05,2200-01-01,stock,688023.XSHG,10217.5143,10217.5143,40.8701,40.8701,软件和信息技术服务业,通用软件,横向通用软件III,阿里|物联网|区块链|人工智能|网络安全|无人机|云计算|智慧城市|杭州亚运会|沪股通|融资融券|量子通信|转融券标的|数据安全|信创|数据要素|华为昇腾|低空经济|百度概念|华为概念|车联网(车路协同)|AI智能体|DeepSeek
688025.XSHG,杰普特,JPT,2019-10-31,2200-01-01,stock,688025.XSHG,9504.9423,9504.9423,355.4848,355.4848,计算机、通信和其他电子设备制造业,电动机与工控自动化,激光设备III,虚拟现实|3D打印|沪股通|融资融券|转融券标的|专精特新|比亚迪概念|PCB概念|机器视觉|钙钛矿电池|固态电池|芯片概念|宁德时代概念|光伏概念|苹果概念|华为概念|集成电路概念|25中报预增|光纤
688026.XSHG,洁特生物,JTSW,2020-01-22,2200-01-01,stock,688026.XSHG,14036.4427,14031.9605,18.8229,18.8169,橡胶和塑料制品业,制药与生物科技服务,医疗耗材III,口罩|辅助生殖|融资融券|转融券标的|专精特新|细胞免疫治疗|医疗器械概念|24中报预增|年报预增|25一季报预增
688027.XSHG,国盾量子,GDLZ,2020-07-09,2200-01-01,stock,688027.XSHG,10286.1001,8037.437,557.7123,435.7898,计算机、通信和其他电子设备制造业,通信系统设备及组件,通信终端及配件III,军工|沪股通|融资融券|股权转让|量子通信|转融券标的|专精特新|国企改革|芯片概念
688028.XSHG,沃尔德,WED,2019-07-22,2200-01-01,stock,688028.XSHG,15094.9,15094.9,177.0934,177.0934,通用设备制造业,加工机械,磨具磨料III,OLED|沪股通|核电|融资融券|转融券标的|工业母机|培育钻石|人形机器人|芯片概念
688029.XSHG,南微医学,NWYX,2019-07-22,2200-01-01,stock,688029.XSHG,18784.7422,18784.7422,137.88,137.88,专用设备制造业,医疗耗材,医疗耗材III,沪股通|融资融券|转融券标的|医疗器械概念|MSCI概念
688030.XSHG,山石网科,SSWK,2019-09-30,2200-01-01,stock,688030.XSHG,18023.5868,18023.5868,29.5587,29.5587,软件和信息技术服务业,系统集成服务,横向通用软件III,阿里|工业互联网|网络安全|融资融券|量子通信|转融券标的|数据安全|比亚迪概念|信创|芯片概念|华为概念|DeepSeek
688031.XSHG,星环科技,XHKJ,2022-10-18,2200-01-01,stock,688031.XSHG,12113.5916,12113.5916,162.8551,162.8551,软件和信息技术服务业,通用软件,横向通用软件III,工业互联网|人工智能|独角兽|大数据|国产软件|沪股通|融资融券|转融券标的|数据安全|华为鲲鹏|信创|数字水印|MLOps概念|数据要素|英伟达概念|华为昇腾|华为概念|DeepSeek
688032.XSHG,禾迈股份,HMGF,2021-12-20,2200-01-01,stock,688032.XSHG,12407.3545,12407.3545,114.768,114.768,电气机械和器材制造业,光伏设备,逆变器III,沪股通|融资融券|转融券标的|专精特新|储能|光伏概念
688033.XSHG,*ST天宜,*STTY,2019-07-22,2200-01-01,stock,688033.XSHG,56219.8596,56219.8596,40.647,40.647,非金属矿物制品业,光伏设备,铁路设备III,大飞机|军工|高铁|京津冀一体化|新材料|转融券标的|碳纤维|成飞概念|飞行汽车(eVTOL)|商业航天|光伏概念|锂电池概念
688035.XSHG,德邦科技,DBKJ,2022-09-19,2200-01-01,stock,688035.XSHG,14224.0,14224.0,110.3071,110.3071,计算机、通信和其他电子设备制造业,电子化学品,电子化学品III,石墨烯|数据中心|智能穿戴|无线耳机|沪股通|高铁|柔性屏|融资融券|转融券标的|专精特新|国家大基金持股|储能|PCB概念|固态电池|人形机器人|机器人概念|芯片概念|宁德时代概念|光伏概念|小米概念|苹果概念|华为概念|锂电池概念|集成电路概念|有机硅
688036.XSHG,传音控股,CYKG,2019-09-30,2200-01-01,stock,688036.XSHG,115118.4545,115118.4545,697.6178,697.6178,计算机、通信和其他电子设备制造业,消费电子终端,品牌消费电子III,人工智能|国产操作系统|智能穿戴|语音技术|沪股通|融资融券|转融券标的|储能|MLOps概念|AI手机|MSCI概念|DeepSeek
688037.XSHG,芯源微,XYW,2019-12-16,2200-01-01,stock,688037.XSHG,20162.7296,20162.7296,498.4025,498.4025,专用设备制造业,半导体设备,半导体设备III,沪股通|融资融券|转融券标的|专精特新|华为海思概念|光刻胶|国企改革|芯片概念|中芯国际概念
688038.XSHG,中科通达,ZKTD,2021-07-13,2200-01-01,stock,688038.XSHG,11637.34,11637.34,20.9821,20.9821,软件和信息技术服务业,系统集成服务,垂直应用软件III,安防|人工智能|人脸识别|大数据|国产软件|智慧城市|语音技术|数字孪生|融资融券|股权转让|转融券标的|数据安全|智慧政务|华为鲲鹏|数字经济|华为欧拉|机器视觉|信创|ERP概念|数据要素|华为概念|车联网(车路协同)|DeepSeek
688039.XSHG,当虹科技,DHKJ,2019-12-11,2200-01-01,stock,688039.XSHG,11060.1424,11060.1424,46.5632,46.5632,软件和信息技术服务业,通用软件,IT服务III,阿里|安防|人工智能|虚拟现实|人脸识别|边缘计算|国产软件|无人机|云计算|杭州亚运会|沪股通|融资融券|转融券标的|专精特新|元宇宙|虚拟数字人|智慧政务|华为鲲鹏|比亚迪概念|华为欧拉|信创|Web3.0|英伟达概念|华为昇腾|智能座舱|人形机器人|低空经济|AI语料|Sora概念(文生视频)|机器人概念|文化传媒概念|腾讯概念|AIGC|DeepSeek|AI应用
688041.XSHG,海光信息,HGXX,2022-08-12,2200-01-01,stock,688041.XSHG,232433.8091,232433.8091,6370.081,6370.081,计算机、通信和其他电子设备制造业,集成电路设计,数字芯片设计III,阿里|人工智能|沪股通|融资融券|转融券标的|信创|芯片概念|百度概念|抖音概念|腾讯概念|集成电路概念|24三季报预增|DeepSeek
688045.XSHG,必易微,BYW,2022-05-26,2200-01-01,stock,688045.XSHG,7057.6989,7057.6989,48.3099,48.3099,软件和信息技术服务业,集成电路设计,模拟芯片设计III,第三代半导体|融资融券|粤港澳自贸区|转融券标的|专精特新|储能|传感器|MCU芯片|人形机器人|芯片概念|小米概念|集成电路概念
688046.XSHG,药康生物,YKSW,2022-04-25,2200-01-01,stock,688046.XSHG,41000.0,41000.0,72.283,72.283,研究和试验发展,制药与生物科技服务,医疗研发外包III,沪股通|融资融券|转融券标的|专精特新|DeepSeek
688047.XSHG,龙芯中科,LXZK,2022-06-24,2200-01-01,stock,688047.XSHG,40100.0,40100.0,545.6808,545.6808,计算机、通信和其他电子设备制造业,集成电路设计,数字芯片设计III,国产操作系统|沪股通|融资融券|转融券标的|汽车芯片|信创|MCU芯片|商业航天|机器人概念|芯片概念|百度概念|DeepSeek
688048.XSHG,长光华芯,CGHX,2022-04-01,2200-01-01,stock,688048.XSHG,17627.9943,17627.9943,649.7855,649.7855,计算机、通信和其他电子设备制造业,光学元件,分立器件III,数据中心|无人驾驶|沪股通|第三代半导体|融资融券|转融券标的|专精特新|汽车芯片|可控核聚变|商业航天|芯片概念|华为概念|光纤
688049.XSHG,炬芯科技,JXKJ,2021-11-29,2200-01-01,stock,688049.XSHG,17516.765,17516.765,74.2886,74.2886,计算机、通信和其他电子设备制造业,集成电路设计,数字芯片设计III,物联网|人工智能|独角兽|智能穿戴|智能音箱|语音技术|无线耳机|沪股通|融资融券|粤港澳自贸区|转融券标的|专精特新|MCU芯片|机器人概念|芯片概念|小米概念|华为概念|24中报预增|24三季报预增|年报预增|25一季报预增|25中报预增
688050.XSHG,爱博医疗,ABYL,2020-07-29,2200-01-01,stock,688050.XSHG,19343.7735,19343.7735,80.1413,80.1413,专用设备制造业,医疗耗材,医疗耗材III,人工智能|沪股通|眼科医疗|融资融券|转融券标的|专精特新|医疗器械概念|MSCI概念
688051.XSHG,佳华科技,JHKJ,2020-03-20,2200-01-01,stock,688051.XSHG,7733.4,7733.4,23.7802,23.7802,软件和信息技术服务业,系统集成服务,IT服务III,物联网|数据中心|区块链|人工智能|大数据|智慧城市|PM2.5|碳中和|融资融券|股权转让|量子通信|转融券标的|传感器|虚拟数字人|数据安全|智慧政务|华为鲲鹏|碳交易|数据要素|数据确权|华为概念|DeepSeek
688052.XSHG,纳芯微,NXW,2022-04-22,2200-01-01,stock,688052.XSHG,16262.3433,14252.8433,381.3357,334.2149,软件和信息技术服务业,集成电路设计,模拟芯片设计III,物联网|沪股通|融资融券|转融券标的|传感器|汽车芯片|MCU芯片|人形机器人|机器人概念|芯片概念|集成电路概念
688053.XSHG,ST思科瑞,STSKR,2022-07-08,2200-01-01,stock,688053.XSHG,10000.0,10000.0,38.62,38.62,专业技术服务业,国防装备,军工电子III,军工|转融券标的|商业航天|芯片概念
688055.XSHG,龙腾光电,LTGD,2020-08-17,2200-01-01,stock,688055.XSHG,333333.34,333333.34,173.3333,173.3333,计算机、通信和其他电子设备制造业,面板,显示器件III,MiniLED|一带一路|沪股通|融资融券|转融券标的|电子纸|国企改革|智能座舱|芯片概念
688056.XSHG,莱伯泰科,LBTK,2020-09-02,2200-01-01,stock,688056.XSHG,6745.246,6745.246,32.4851,32.4851,仪器仪表制造业,仪器仪表,仪器仪表III,食品安全|融资融券|转融券标的|光刻胶|核污染防治|芯片概念
688057.XSHG,金达莱,JDL,2020-11-11,2200-01-01,stock,688057.XSHG,27600.0,27600.0,38.6124,38.6124,生态保护和环境治理业,污水处理,水务及水治理III,污水处理|融资融券|转融券标的|专精特新|机器人概念
688058.XSHG,宝兰德,BLD,2019-11-01,2200-01-01,stock,688058.XSHG,7583.6544,7583.6544,18.4283,18.4283,软件和信息技术服务业,通用软件,横向通用软件III,阿里|互联网金融|人工智能|人脸识别|5G|大数据|国产软件|云计算|智慧城市|融资融券|转融券标的|专精特新|数据安全|华为鲲鹏|华为欧拉|机器视觉|信创|数据要素|华为昇腾|华为概念|ChatGPT|DeepSeek
688059.XSHG,华锐精密,HRJM,2021-02-08,2200-01-01,stock,688059.XSHG,9998.6768,9357.8566,165.4581,154.8538,金属制品业,加工机械,金属制品III,沪股通|融资融券|转融券标的|专精特新|工业母机|机器人概念|智能制造|26一季报预增
688060.XSHG,云涌科技,YYKJ,2020-07-10,2200-01-01,stock,688060.XSHG,6019.0728,6019.0728,22.8725,22.8725,软件和信息技术服务业,系统集成服务,其他计算机设备III,物联网|工业互联网|充电桩|网络安全|智能电网|融资融券|转融券标的|专精特新|虚拟电厂|信创|新型工业化|芯片概念|车联网(车路协同)
688061.XSHG,灿瑞科技,CRKJ,2022-10-18,2200-01-01,stock,688061.XSHG,11488.9391,11488.9391,41.6474,41.6474,软件和信息技术服务业,集成电路设计,模拟芯片设计III,无人机|融资融券|转融券标的|传感器|MCU芯片|机器人概念|芯片概念|小米概念
688062.XSHG,迈威生物,MWSW,2022-01-18,2200-01-01,stock,688062.XSHG,44673.02,20417.0,118.8302,54.3092,医药制造业,其他生物药品,化学制剂III,智能医疗|沪股通|生物医药|融资融券|转融券标的|创新药
688063.XSHG,派能科技,PNKJ,2020-12-30,2200-01-01,stock,688063.XSHG,24535.9249,24535.9249,144.3203,144.3203,电气机械和器材制造业,其他储能设备,锂电池III,数据中心|沪股通|融资融券|转融券标的|钠离子电池|专精特新|储能|两轮车|固态电池|低空经济|锂电池概念
688065.XSHG,凯赛生物,KSSW,2020-08-12,2200-01-01,stock,688065.XSHG,72128.9794,58337.8039,322.4887,260.8283,化学纤维制造业,其他化学原料,其他化学制品III,沪股通|新材料|可降解塑料|融资融券|转融券标的|专精特新|三季报预增|合成生物
688066.XSHG,*ST航图,*STHT,2019-07-22,2200-01-01,stock,688066.XSHG,26127.8356,26127.8356,34.6978,34.6978,软件和信息技术服务业,通用软件,IT服务III,人工智能|国产软件|无人机|云计算|智慧城市|碳中和|军工|雄安新区|转融券标的|钙钛矿电池|时空大数据|数据要素|空间计算|华为昇腾|低空经济|军工信息化|商业航天|华为概念|DeepSeek
688067.XSHG,爱威科技,AWKJ,2021-06-16,2200-01-01,stock,688067.XSHG,6800.0,6800.0,16.014,16.014,医药制造业,体外诊断,体外诊断III,人工智能|智能医疗|医药电商|辅助生殖|融资融券|转融券标的|专精特新|新冠检测|幽门螺杆菌概念|机器视觉|医疗器械概念|三胎概念
688068.XSHG,热景生物,RJSW,2019-09-30,2200-01-01,stock,688068.XSHG,9275.4116,9275.4116,75.5946,75.5946,医药制造业,体外诊断,体外诊断III,人工智能|智能医疗|食品安全|沪股通|京津冀一体化|融资融券|转融券标的|新冠检测|肝炎概念|创新药|流感|阿尔茨海默概念|医疗器械概念|猴痘
688069.XSHG,德林海,DLH,2020-07-22,2200-01-01,stock,688069.XSHG,11300.0,11300.0,57.1554,57.1554,生态保护和环境治理业,生态修复,水务及水治理III,人工智能|数字孪生|节能环保|碳中和|融资融券|转融券标的|专精特新|储能|碳交易|氢能源|光伏概念
688070.XSHG,纵横股份,ZHGF,2021-02-10,2200-01-01,stock,688070.XSHG,8842.05,8842.05,35.9164,35.9164,铁路、船舶、航空航天和其他运输设备制造业,航空,航空装备III,无人机|智慧城市|军民融合|职业教育|融资融券|转融券标的|专精特新|时空大数据|低空经济
688071.XSHG,华依科技,HYKJ,2021-07-29,2200-01-01,stock,688071.XSHG,8478.9724,8478.9724,28.8031,28.8031,专用设备制造业,其他专用机械,其它专用机械III,无人驾驶|燃料电池|无人机|融资融券|转融券标的|专精特新|华为汽车|比亚迪概念|人形机器人|机器人概念|宁德时代概念|车联网(车路协同)
